Title,Abstract,Year_Published,Publication Year,Source,Journal/Book,DOI,Download_URL,Keywords,MeSH_Terms,Authors,PMID,Citation,Create Date,PMCID,NIHMS ID,First Author,Reference
Healthcare Providers' perspectives on the adoption of Smart Care Technologies in Korean Long-Term Care Hospitals.,"Many smart care technologies have been developed recently, but it remains unclear which of them are necessary for use in long-term care hospitals (LTCHs).",2026,2026,Annals of geriatric medicine and research,Annals of geriatric medicine and research,10.4235/agmr.26.0019,https://pubmed.ncbi.nlm.nih.gov/42130178/,"['Digital Health', 'Health Personnel', 'Hospital', 'Long-term care', 'Republic of Korea', 'Workload']",[],"['Seok Gyu Kim', 'Soong-Nang Jang', 'Hyuk Ga']",42130178,Annals of geriatric medicine and research. 2026 May 14. doi: 10.4235/agmr.26.0019.,14-05-2026,,,Seok Gyu Kim,Annals of geriatric medicine and research. 2026 May 14. doi: 10.4235/agmr.26.0019.
"A lifecycle governance and learning health system framework for trustworthy, generalizable, and sustainable human-ai partnership in clinical practice: Lessons from the asthma-guidance and prediction system (A-GPS).","The integration of artificial intelligence (AI) into clinical decision support (CDS) holds promise for proactive, personalized, and precision care. However, current understanding of how to establish trustworthy human-AI partnerships is in its infancy, despite its critical importance for implementing AI in healthcare. We present the Asthma-Guidance and Prediction System (A-GPS) as a case study of a practice-integrated AI platform that demonstrates how trustworthy, generalizable and sustainable AI can be developed, evaluated, and implemented in real-world asthma care. We describe major challenges and solutions based on our real-world experience during the process and offer the practical framework, approaches, tools and workflow for implementing trustworthy, generalizable and sustainable AI in frontline practices. While A-GPS is an asthma-specific AI tool, it was built on top of a disease-agnostic electronic health record (EHR)-integrated clinical decision support (CDS) platform based on an Application Programming Interface (API)‑first backbone of reusable services. It was designed to reduce chart-review/processing burden and enable proactive, guideline-concordant asthma management by synthesizing fragmented longitudinal multimodal data into a clinical decision-relevant summary at the point of care. A-GPS platform integrates multiple natural language processing (NLP) algorithms to leverage free texts info in EHRs, machine learning model to offer risk stratification, and remote patient monitoring (RPM) approaches to capture real-time data from patients, enabling remote asthma (chronic disease) care. The platform has been deployed via Substitutable Medical Applications and Reusable Technologies-on-Fast Healthcare Interoperability Resources (SMART-on-FHIR) to ensure in-workflow delivery and maintainable governance making it flexible and interoperable across different EHRs systems and different chronic diseases. The translational maturity of A-GPS as an AI-powered CDS tool for pediatric asthma was demonstrated and sustained through engagement and co-design with diverse community and care team partners, including adult and pediatric Community Advisory Board, pediatric patients and their parents, clinicians (primary care providers and specialists), nurses, schedulers, as well as bioethicists and regulatory experts. Moreover, the tool was evaluated in two randomized clinical trial (RCT)s. The first trial showed a 67% reduction in clinicians' EHR review time, high clinician satisfaction, potential healthcare cost savings, fairness in model performance, and no adverse events. Trustworthiness was further assessed and supported through fairness evaluation by participant socioeconomic status (SES) using the HOUsing-based SocioEconomic Status (HOUSES) index, human-centered user interface/user experience (UI/UX) analysis, clinician workflow optimization, transparent governance practices, and best practices for regulatory science. The A-GPS experience operationalizes a reproducible, lifecycle-governed framework for generating decision-grade evidence on safety, effectiveness, usability, fairness, and workflow integration, directly addressing the translational gap between AI model development and trustworthy, sustainable deployment in real-world clinical environments. These efforts led to national recognitions, including invitation to the inaugural American Medical Informatics Association (AMIA) AI Showcase, and AI evaluation use case for a national health AI coalition. The second RCT evaluated the feasibility of integrating a remote patient monitoring (RPM) device (home spirometry) into the A-GPS platform, with a published RCT protocol that serves as a framework for RCT for evaluating AI models under the Standard Protocol Items: Recommendations for Interventional Trials (SPIRIT) guidelines for RCTs that evaluate AI tools, offering the practical framework, approaches, tools, and workflow for trustworthy, generalizable and sustainable AI tools in asthma care. This work illustrates how team science, community engagement, implementation science, and learning health system principles can be operationalized to establish a human-AI partnership model to advance translational science and clinical care, with the goal of improving health for all.",2026,2026,Journal of the National Medical Association,Journal of the National Medical Association,10.1016/j.jnma.2026.04.001,https://pubmed.ncbi.nlm.nih.gov/42128801/,"['Artificial intelligence', 'Asthma', 'Clinical decision support systems', 'Health equity', 'Implementation science', 'Learning health systems']",[],"['Chung-Il Wi', 'Shauna Overgaard', 'Momin Malik', 'Dave Watson', 'Deepak Sharma', 'Jennifer Le-Rademacher', 'Dan Kelleher', 'Lu Zheng', 'Joshua Ohde', 'Brian Lynch', 'Ashwani Khurana', 'Sunghwan Sohn', 'Mahmoud M AlJuhani', 'Chris Carpenter', 'Manuel Arteta', 'Jason Greenwood', 'Martha Hartz', 'Randy Foss', 'Elif Polat', 'Imad Absah', 'Carla Davis', 'Meera Gupta', 'Lynnea Myers', 'Björn Nordlund', 'Cui Tao', 'Mark L Wieland', 'Christi Patten', 'Amie Jones', 'Prathibha Varkey', 'Brenna T Loufek', 'David E Vidal', 'Nari Gopala', 'Eric Klee', 'Vijay H Shah', 'John D Halamka', 'Matthew R Callstrom', 'Nicholas L Rider', 'Hongfang Liu', 'Constantin Aliferis', 'Vesna D Garovic', 'Young J Juhn']",42128801,Journal of the National Medical Association. 2026 May 13. doi: 10.1016/j.jnma.2026.04.001.,14-05-2026,,,Chung-Il Wi,Journal of the National Medical Association. 2026 May 13. doi: 10.1016/j.jnma.2026.04.001.
Using a Digital-Based Mindfulness Curriculum to Enhance Healthy Aging Outcomes in Community-Dwelling Older Adults in Taiwan: Mixed Methods Feasibility Study.,"Taiwan's status as a super-aged society underscores the need for efficient strategies to promote healthy aging. While the benefits of mindfulness-based interventions for sleep and mental health are evident, there is a shortage of cultural adaptations for Taiwan's older adults. Current courses mainly focus on mindfulness-based stress reduction, while neglecting mindfulness-based elder care, and mindful sustainable aging principles. However, the abstract nature of some mindfulness concepts, combined with limited digital support and localized resources, makes it challenging for older adults to engage effectively.",2026,2026,JMIR human factors,JMIR human factors,10.2196/84161,https://pubmed.ncbi.nlm.nih.gov/42127410/,"['Delphi method', 'digital learning', 'healthy aging', 'mindfulness', 'mixed methods', 'older adults']","['Humans', 'Mindfulness', 'Taiwan', 'Aged', 'Female', 'Feasibility Studies', 'Male', 'Healthy Aging', 'Independent Living', 'Curriculum', 'Aged, 80 and over', 'Middle Aged', 'Pilot Projects']","['Yu-Rung Wang', 'Pei-Lun Hsieh', 'Chia-Hsiu Chang', 'Chia-Chi Hsiao', 'Mei-Lien Hu']",42127410,JMIR human factors. 2026 May 13. 13:e84161. doi: 10.2196/84161.,13-05-2026,PMC13170997,,Yu-Rung Wang,JMIR human factors. 2026 May 13. 13:e84161. doi: 10.2196/84161.
Establishment and Comparison of High-Throughput Immunoassays for Quantifying Clostridioides difficile Infection Biomarkers.,"Clostridioides difficile infection (CDI) is the leading cause of healthcare-associated diarrhea, most often occurring after antibiotic exposure. In this study, we established three immunoassays: indirect enzyme-linked immunosorbent assay (ELISA), sandwich ELISA, and fluorescence-linked immunosorbent assay (FLISA), using antibodies specific to the major virulence factors, toxin A (TcdA) and toxin B (TcdB). Indirect ELISA demonstrated high specificity with an overall assay time within 21 h, achieving sensitive detection of both toxins. Although more time- and resource-intensive (22 h), sandwich ELISA is advantageous for applications where pre-coated plates or ready-to-use membranes can reduce assay time. FLISA, using optimized fluorescent dye-conjugated antibodies, offered the most rapid workflow and simplest preparation, with potential for multiplex detection, though its sensitivity was lower than that of ELISA. All three assays were implemented in a 96-well plate format, which supported parallel sample processing, reduced turnaround times, and offered scalability for high-throughput applications. Depending on assay requirements, such as analytical sensitivity, turnaround time, and cost-effectiveness, these methods provide complementary approaches for the detection of TcdA and TcdB.",2026,2026,Biotechnology journal,Biotechnology journal,10.1002/biot.70238,https://pubmed.ncbi.nlm.nih.gov/42125966/,"['Clostridioides difficile infection', 'ELISA', 'FLISA', 'antibody', 'immunoassay']","['Clostridioides difficile', 'Bacterial Toxins', 'Enzyme-Linked Immunosorbent Assay', 'Bacterial Proteins', 'Enterotoxins', 'Clostridium Infections', 'Biomarkers', 'Humans', 'High-Throughput Screening Assays', 'Sensitivity and Specificity', 'Immunoassay']","['Hanool Yun', 'Na-Hyeon Kwon', 'Minhee Kang', 'Tae Yeul Kim', 'Hee-Jin Jeong']",42125966,Biotechnology journal. 2026 May. 21(5):e70238. doi: 10.1002/biot.70238.,13-05-2026,,,Hanool Yun,Biotechnology journal. 2026 May. 21(5):e70238. doi: 10.1002/biot.70238.
"Multidisciplinary Stakeholder Perspectives on the Design Needs of a Smart Walker for Fall Prevention Among Older Adults: A Qualitative Study in West Java, Indonesia.","Falls among older adults remain a critical patient safety concern globally. Conventional walkers frequently fail to accommodate end-user needs, particularly in low-to-middle-income country (LMIC) settings. Understanding stakeholder design requirements is essential for developing contextually appropriate, technology-enhanced assistive devices.",2026,2026,Journal of multidisciplinary healthcare,Journal of multidisciplinary healthcare,10.2147/JMDH.S605216,https://pubmed.ncbi.nlm.nih.gov/42125049/,"['allied health', 'assistive technology', 'design thinking', 'fall prevention', 'older adults', 'qualitative research', 'stakeholder perspectives', 'walker']",[],"['Dhika Dharmansyah', 'Laili Rahayuwati', 'Iqbal Pramukti', 'Kuswandewi Mutyara']",42125049,Journal of multidisciplinary healthcare. 2026. 19:605216. doi: 10.2147/JMDH.S605216.,13-05-2026,PMC13158261,,Dhika Dharmansyah,Journal of multidisciplinary healthcare. 2026. 19:605216. doi: 10.2147/JMDH.S605216.
Electrospun Cellulose Acetate Nanofibers for Healthcare Products: Towards Sensing Pads for Endometriosis.,"The need for reliable preventive medicine tools is growing, especially for diseases with long diagnostic delays, such as endometriosis, which can take several years to diagnose. In this context, cellulose acetate nanofibrous membranes were prepared via electrospinning, to create the absorbent core of a smart wearable in the form of a sanitary pad, intended to support electronic diagnostic devices. A multi-layered structure was opted for, with each layer acting in a specific way according to its position within the pad, regarding mainly absorbency and porosity. The membranes were ultralight and highly absorbent, with single membranes showing an absorbency of 20-70 times their initial weight, and multi-layered membranes 15-30 times. Morphological evaluation of the pad was used as the basis for the optimization of the fabrication parameters, while liquid absorption capacity confirmed the pad's high absorbency. Additionally, chemical and toxicological assessments indicated in vitro biocompatibility of the pad. The potential of the electrospinning process in the fabrication of menstrual hygiene pads is shown by these results. Future studies should focus on the integration of smart devices within the pad, as well as their functionality and effectiveness.",2026,2026,Polymers,Polymers,10.3390/polym18091036,https://pubmed.ncbi.nlm.nih.gov/42122666/,"['cellulose acetate', 'electrospinning', 'endometriosis', 'nanofibrous membrane', 'preventive medicine', 'toxicological safety']",[],"['Theofilos Giannopoulos', 'Danai E Prokopiou', 'Elias P Koumoulos']",42122666,Polymers. 2026 Apr 24. 18(9). doi: 10.3390/polym18091036.,13-05-2026,PMC13165042,,Theofilos Giannopoulos,Polymers. 2026 Apr 24. 18(9). doi: 10.3390/polym18091036.
Advanced Sensors for Real-Time Monitoring Applications ‖.,"In the world of electronics, sensors are more than just components-they are the eyes, ears, and touchpoints of modern technology. From self-driving cars that rely on LiDAR and ultrasonic sensors to navigate complex environments, smart watches that detect your every move and heartbeat, to advanced brain chip implants that can sense your thoughts and translate them into physical moves with the assistance of exoskeletons, sensors bridge the gap between the physical world and digital systems. The rapid arrival of advanced Artificial Intelligence (AI) and Large Language Models (LLMs) has transformed almost every part of technology, especially data processing. However, the development of sensors remains a vitally important topic. Sensors form the foundation of innovation in electronics; novel sensors provide reliable data across a broad range of application areas and are a foundation for intelligent systems. Notably, knowing the capabilities and limitations of each sensor type is crucial for selecting the right sensor for a specific application, troubleshooting issues, and optimizing system performance. This book, entitled ""Advanced Sensors for Real-Time Monitoring Applications II"", demonstrates developments of real sensors for a range of applications, including descriptions of fundamental principles of operation, concepts, theory, and practical validation of the results, as well as a review of current state-of-the-art and future directions.",2026,2026,"Sensors (Basel, Switzerland)","Sensors (Basel, Switzerland)",10.3390/s26092703,https://pubmed.ncbi.nlm.nih.gov/42122424/,"['PPG', 'biodegradable implants', 'biopotential', 'healthcare', 'heart rate', 'intelligent transportation systems', 'motion capture', 'photoacoustic spectroscopy', 'remote monitoring', 'residual cancer burden']","['Humans', 'Artificial Intelligence', 'Monitoring, Physiologic', 'Biosensing Techniques']","['Olga Korostynska', 'Alex Mason']",42122424,"Sensors (Basel, Switzerland). 2026 Apr 27. 26(9). doi: 10.3390/s26092703.",13-05-2026,PMC13165885,,Olga Korostynska,"Sensors (Basel, Switzerland). 2026 Apr 27. 26(9). doi: 10.3390/s26092703."
Integrative Multidimensional Machine Learning Models for Stroke Prognosis: Age-Stratified and History Engineered Perspectives.,,2026,2026,"Diagnostics (Basel, Switzerland)","Diagnostics (Basel, Switzerland)",10.3390/diagnostics16091348,https://pubmed.ncbi.nlm.nih.gov/42122050/,"['machine learning', 'multidimensional analysis', 'prognosis', 'stroke']",[],"['Gawon Lee', 'Sunyoung Kwon', 'Seung-Ho Shin', 'Chulho Kim', 'Jae Yong Yu']",42122050,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091348.",13-05-2026,PMC13163306,,Gawon Lee,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091348."
Toward Intelligent Emergency Triage: A Feasibility Study of Real-Time Facial Expression-Based Chest Pain Intensity Assessment.,,2026,2026,"Diagnostics (Basel, Switzerland)","Diagnostics (Basel, Switzerland)",10.3390/diagnostics16091346,https://pubmed.ncbi.nlm.nih.gov/42122048/,"['YOLO', 'deep learning', 'expression recognition', 'face detection', 'image recognition']",[],"['Yu-Tse Tsan', 'Rita Wiryasaputra', 'Yi-Jun Hsieh', 'Qi-Xiang Zhang', 'Hsing-Hung Liu', 'Chao-Tung Yang']",42122048,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091346.",13-05-2026,PMC13163485,,Yu-Tse Tsan,"Diagnostics (Basel, Switzerland). 2026 Apr 29. 16(9). doi: 10.3390/diagnostics16091346."
Metabolomic Biomarkers for Monitoring Tuberculosis Treatment Response: A Comprehensive Literature Review.,"Tuberculosis (TB) remains a major global cause of morbidity and mortality. Current tools for monitoring treatment response rely on sputum-based microscopy and culture, which are often insensitive, time-consuming, and impractical in extrapulmonary or pediatric TB and in individuals unable to produce sputum. Metabolomics has emerged as a promising approach for identifying host-derived biomarkers that reflect treatment-associated immunometabolic changes; however, the available evidence remains heterogeneous and has not been comprehensively synthesized. We conducted a comprehensive literature review of human studies evaluating metabolomic biomarkers in relation to TB treatment response or outcomes. PubMed, Scopus, and EMBASE were searched for human studies evaluating targeted or untargeted metabolomics (NMR, LC-MS, GC-MS, CE-MS) in relation to treatment response or outcomes. Two reviewers independently screened studies, extracted data, and assessed risk of bias using QUIPS and PROBAST. Findings were synthesized using a structured framework organized across treatment stages and outcomes. Of 218 records identified, 139 titles and abstracts were screened and 42 full texts assessed; 15 studies met the inclusion criteria. Recurrent treatment-associated signals involved amino acid metabolism, particularly the tryptophan-kynurenine pathway, as well as vitamin and cofactor metabolites (pyridoxate, nicotinamide, trigonelline). Plasma studies frequently reported lipid remodeling and bile acid perturbations, whereas urine studies highlighted polyamine metabolism (e.g., N",2026,2026,"Diagnostics (Basel, Switzerland)","Diagnostics (Basel, Switzerland)",10.3390/diagnostics16091278,https://pubmed.ncbi.nlm.nih.gov/42121982/,"['biomarkers', 'metabolomics', 'treatment outcome', 'treatment response', 'tuberculosis']",[],"['Hien Thi Thu Nguyen', 'Tuong Khanh Bui-Nguyen', 'Chi Que Nguyen', 'Hanh Thi My Dinh', 'Trang Khanh Tran', 'Nhung Thi Thuy Hoang', 'Huong Minh Nguyen', 'Vang Le-Quy', 'Alexei Korobitsyn', 'Linh Nhat Nguyen']",42121982,"Diagnostics (Basel, Switzerland). 2026 Apr 23. 16(9). doi: 10.3390/diagnostics16091278.",13-05-2026,PMC13162725,,Hien Thi Thu Nguyen,"Diagnostics (Basel, Switzerland). 2026 Apr 23. 16(9). doi: 10.3390/diagnostics16091278."
Living Alone as a Persistent Risk Factor for Smoking and High-Risk Drinking: A Three-Year Repeated Cross-Sectional Analysis Before and During the COVID-19 Pandemic in the Republic of Korea.,,2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14091251,https://pubmed.ncbi.nlm.nih.gov/42121692/,"['COVID-19', 'Republic of Korea', 'high-risk drinking', 'single-person household', 'smoking']",[],['Sarang Jang'],42121692,"Healthcare (Basel, Switzerland). 2026 May 06. 14(9). doi: 10.3390/healthcare14091251.",13-05-2026,PMC13163507,,Sarang Jang,"Healthcare (Basel, Switzerland). 2026 May 06. 14(9). doi: 10.3390/healthcare14091251."
Usage Intention Toward an Interactive Smart Mirror Exercise Program Among Community-Dwelling Older Adults: An Application of the Decomposed Theory of Planned Behavior.,,2026,2026,"Healthcare (Basel, Switzerland)","Healthcare (Basel, Switzerland)",10.3390/healthcare14091120,https://pubmed.ncbi.nlm.nih.gov/42121563/,"['advanced display technology', 'decomposed theory of planned behavior', 'exercise technology', 'health promotion', 'older adults', 'technology acceptance']",[],"['Yih-Ming Weng', 'Gia-Wei Chang', 'Meng-Siew Hii', 'Hsiu-Chun Chien', 'Jong-Long Guo']",42121563,"Healthcare (Basel, Switzerland). 2026 Apr 22. 14(9). doi: 10.3390/healthcare14091120.",13-05-2026,PMC13164063,,Yih-Ming Weng,"Healthcare (Basel, Switzerland). 2026 Apr 22. 14(9). doi: 10.3390/healthcare14091120."
Machine learning-driven adaptive parameter selection for homomorphic encryption in edge computing.,"The rapid proliferation of Internet of Things (IoT) devices and edge computing infrastructures has intensified concerns regarding data security and privacy, particularly when sensitive information is processed beyond centralized cloud environments. Homomorphic encryption (HE) offers a compelling solution by enabling computations directly on encrypted data; however, its substantial computational overhead continues to limit deployment in latency-sensitive edge applications. This paper presents a machine learning-driven framework designed to enhance the practicality of homomorphic encryption for intelligent edge environments. Our approach integrates gradient boosting optimization with the Cheon-Kim-Kim-Song (CKKS) encryption scheme to dynamically adjust cryptographic parameters in response to varying workload characteristics. We develop rigorous mathematical foundations, including formal optimization models, complexity analysis, and security proofs grounded in the Ring Learning With Errors (RLWE) assumption. We validate our framework through comprehensive experiments on the Heart Failure Prediction dataset from the UCI Machine Learning Repository, employing an expanded parameter space spanning 20 configurations across polynomial degrees from 4096 to 16,384, with security levels validated using the Albrecht-Player-Scott lattice-estimator methodology. The empirical results demonstrate substantial improvements over a conservative static baseline: latency reduction of 53.09%, throughput enhancement of 285.28%, and energy savings of 72.53%, all while maintaining computational accuracy above 0.999 and cryptographic security guarantees of at least 128 bits. Statistical analysis confirms the significance of these improvements with a p-value of [Formula: see text] and a large effect size (Cohen's [Formula: see text]). Five-fold cross-validation confirms model generalisability ([Formula: see text]). Furthermore, we provide interpretability analysis through SHAP (SHapley Additive exPlanations) values to elucidate the ML optimizer's decision-making process, addressing concerns about transparency in automated cryptographic systems. Crucially, unlike simple heuristic baselines that may sacrifice computational accuracy for speed, our ML optimizer enforces accuracy as a hard constraint, ensuring reliable results in safety-critical applications. This work offers both theoretical rigor and empirical validation, demonstrating that machine learning-enhanced homomorphic encryption can serve as an effective and secure solution for edge computing applications in healthcare, industrial IoT, and smart city domains.",2026,2026,Scientific reports,Scientific reports,10.1038/s41598-026-52587-4,https://pubmed.ncbi.nlm.nih.gov/42120489/,"['CKKS scheme', 'Edge security', 'Gradient boosting optimization', 'Homomorphic encryption', 'IoT security', 'Machine learning', 'Privacy-preserving computation']",[],"['Hamid El Bouabidi', 'Mohamed El Ghmary', 'Salah Eddine Hebabaze', 'Mohamed Amnai']",42120489,Scientific reports. 2026 May 12. doi: 10.1038/s41598-026-52587-4.,13-05-2026,,,Hamid El Bouabidi,Scientific reports. 2026 May 12. doi: 10.1038/s41598-026-52587-4.
Zinc-integrated strategies in active periodontal therapy: Mapping the evidence to the EFP stepwise framework - A scoping review (2020-2025).,"Periodontitis is a significant global health burden, requiring effective management strategies to prevent tooth loss. The European Federation of Periodontology (EFP) S3-level clinical practice guidelines (2020) advocate a comprehensive, stepwise therapeutic approach to periodontal therapy, emphasizing the need for effective adjunctive regenerative modalities to limit the disease progression. Zinc, a trace element with well-established anti-inflammatory, antimicrobial and regenerative properties, has drawn significant attention in this domain. However, its diverse applications across the modern therapeutic protocols remain unmapped.",2026,2026,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),10.1016/j.jtemb.2026.127879,https://pubmed.ncbi.nlm.nih.gov/42119479/,"['Bone regeneration', 'EFP framework', 'Oral care', 'Periodontitis', 'Scoping review', 'Tissue engineering', 'Zinc']",[],"['Farhana Sikder', 'Rathna Devi Vaithilingam', 'Mohammad Tariqur Rahman', 'Jazli Aziz']",42119479,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS). 2026 May 07. 95:127879. doi: 10.1016/j.jtemb.2026.127879.,13-05-2026,,,Farhana Sikder,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS). 2026 May 07. 95:127879. doi: 10.1016/j.jtemb.2026.127879.
A smart closed-loop microneedle system for self-regulated blood glucose management.,"In modern medicine, glycemic control is critical for the health of individuals with diabetes. Over decades of care, patients with diabetes have relied on glucose meters for monitoring and on insulin or adjunct hypoglycemic agents for glycemic control. Frequent blood sampling and injections increase infection risk, restrict patient mobility, and generate substantial single-use medical waste. We present a simple, user-friendly closed-loop blood-glucose management system. The system integrates a highly sensitive glucose sensor and a controllable drug-release module within a dual-mode microneedle array, coupled with a miniature electrochemical workstation, thereby enabling dynamic glucose monitoring, precise drug delivery, and stable glycemic control with minimal patient intervention. The system's design demonstrates potential for achieving closed-loop glucose management. Preliminary proof-of-concept studies in diabetic mouse models yielded positive trends in relevant data. This work establishes an engineering framework integrating dual-mode microneedle devices with portable bioelectronic devices, providing a technical foundation for future mid-to-long-term closed-loop glucose management.",2026,2026,Biosensors & bioelectronics,Biosensors & bioelectronics,10.1016/j.bios.2026.118561,https://pubmed.ncbi.nlm.nih.gov/42119159/,"['Blood glucose management', 'Closed-loop system', 'Microneedles', 'Wearable microneedle drug delivery system', 'Wearable microneedle sensor']","['Animals', 'Blood Glucose', 'Biosensing Techniques', 'Humans', 'Microneedle Drug Delivery', 'Blood Glucose Self-Monitoring', 'Equipment Design', 'Mice', 'Needles', 'Insulin', 'Hypoglycemic Agents', 'Drug Delivery Systems']","['Xue Wang', 'Lin He', 'Zihan Li', 'Zongqian Hu']",42119159,Biosensors & bioelectronics. 2026 Sep 15. 308:118561. doi: 10.1016/j.bios.2026.118561.,12-05-2026,,,Xue Wang,Biosensors & bioelectronics. 2026 Sep 15. 308:118561. doi: 10.1016/j.bios.2026.118561.
Preferences and Willingness to Pay for Smart Bracelets Among Chinese Pregnant and Postpartum Women: Discrete Choice Experiment.,"Pregnant and postpartum women encounter various health challenges, including physiological stress and mental health issues, which necessitate ongoing health monitoring. Smart bracelets present a promising solution; however, there is limited research on the preferences and willingness to pay (WTP) for such devices among this demographic.",2026,2026,Journal of medical Internet research,Journal of medical Internet research,10.2196/55941,https://pubmed.ncbi.nlm.nih.gov/42119135/,"['discrete choice experiment', 'pregnant and postpartum women', 'smart bracelets', 'willingness to pay', 'women’s health']","['Humans', 'Female', 'Pregnancy', 'Adult', 'China', 'Cross-Sectional Studies', 'Postpartum Period', 'Patient Preference', 'Choice Behavior', 'Pregnant People', 'Wearable Electronic Devices', 'East Asian People']","['Jing Wang', 'Mingyue Cheng', 'Jialiang Feng', 'Wenzhuo Li', 'Xiaotao Zhou', 'Yufang Cao', 'Haiyan Feng', 'Fan Yang', 'Xiaoyun Wang', 'Yibo Wu']",42119135,Journal of medical Internet research. 2026 May 12. 28:e55941. doi: 10.2196/55941.,12-05-2026,PMC13167057,,Jing Wang,Journal of medical Internet research. 2026 May 12. 28:e55941. doi: 10.2196/55941.
Radioiodinated compound FJR01: a novel P2X7R-targeted SPECT tracer for visualizing glioma-associated microglia/macrophages in a rat glioblastoma model.,"The P2X7 receptor (P2X7R) is an imaging biomarker of glioblastoma-associated microglia/macrophages (GAMMs), yet no SPECT tracer is currently available for GAMM imaging. Guided by the high-affinity P2X7R scaffold JNJ-64413739 and molecular docking, we designed two radioiodination-ready analogues, FJR01 and FJR02. Compounds were screened",2026,2026,Journal of enzyme inhibition and medicinal chemistry,Journal of enzyme inhibition and medicinal chemistry,10.1080/14756366.2026.2659995,https://pubmed.ncbi.nlm.nih.gov/42113227/,"['P2X7 receptor (P2X7R)', 'glioblastoma', 'glioblastoma-associated microglia and macrophages (GAMMs)', 'single photon emission computed tomography (SPECT)', 'tumor microenvironment']","['Animals', 'Receptors, Purinergic P2X7', 'Tomography, Emission-Computed, Single-Photon', 'Glioblastoma', 'Rats', 'Humans', 'Iodine Radioisotopes', 'Microglia', 'Mice', 'Molecular Structure', 'Macrophages', 'Dose-Response Relationship, Drug', 'Structure-Activity Relationship', 'Radiopharmaceuticals', 'Tissue Distribution', 'Brain Neoplasms', 'Disease Models, Animal', 'Molecular Docking Simulation', 'Glioma']","['Xiyan Rui', 'Shengxuan Sun', 'Yuzhou Ding', 'Yanshan Li', 'Xinran Zhao', 'Fangfei Hu', 'Zijian Zhou', 'Nailian Zhang', 'Chuyi Zhang', 'Chao Cheng', 'Bin Ji']",42113227,Journal of enzyme inhibition and medicinal chemistry. 2026 Dec. 41(1):2659995. doi: 10.1080/14756366.2026.2659995.,11-05-2026,PMC13162550,,Xiyan Rui,Journal of enzyme inhibition and medicinal chemistry. 2026 Dec. 41(1):2659995. doi: 10.1080/14756366.2026.2659995.
Health System Factors in Head and Neck Cancer Diagnosis: A HEADSpAcE Consortium Qualitative Study in Glasgow and Montevideo.,"Head and neck cancer (HNC) is a devastating diagnosis, with advanced-stage disease leading to poorer outcomes. This qualitative study aimed to identify health system factors associated with stage of HNC diagnosis.",2026,2026,Head & neck,Head & neck,10.1002/hed.70262,https://pubmed.ncbi.nlm.nih.gov/42108400/,"['head and neck cancer', 'health systems', 'qualitative methods']",[],"['Grant Creaney', 'Iván Lyra González', 'Mauricio Cuello', 'Mariél de Aquino Goulart', 'Alex D McMahon', 'Claire Paterson', 'James McCaul', 'Maja Popovic', 'Lorenzo Richiardi', 'Silvia Lopez de Blanc', 'Maria Paula Curado', 'Marta Vilensky', 'HEADSpAcE Consortium', 'Shaymaa Alwaheidi', 'Paul Brennan', 'Shama Virani', 'Al Ross', 'David I Conway']",42108400,Head & neck. 2026 May 10. doi: 10.1002/hed.70262.,11-05-2026,,,Grant Creaney,Head & neck. 2026 May 10. doi: 10.1002/hed.70262.
